countrycode,year,pop1014_fe,pop1014_ma
PSS,2049,164183,174640
PSS,2050,165404,175929
PST,1990,32100090,33651921
PST,1991,32126002,33680861
PST,1992,32190341,33750500
PST,1993,32231555,33797183
PST,1994,32166348,33728262
PST,1995,32006962,33563355
PST,1996,31856412,33420604
PST,1997,31752205,33331217
PST,1998,31708502,33305591
PST,1999,31734005,33350611
PST,2000,31802994,33440355
PST,2001,31861571,33519096
PST,2002,31883802,33556855
PST,2003,31775656,33456806
PST,2004,31523896,33203506
PST,2005,31170692,32838500
PST,2006,30795990,32448920
PST,2007,30458995,32095116
PST,2008,30197433,31813327
PST,2009,29992586,31587092
PST,2010,29852575,31428361
PST,2011,29670398,31227962
PST,2012,29484656,31028185
PST,2013,29343146,30871518
PST,2014,29272665,30781563
PST,2015,29205552,30693798
PST,2016,29245498,30727151
PST,2017,29469502,30964210
PST,2018,29767232,31289487
PST,2019,30005492,31561318
PST,2020,30211124,31792946
PST,2021,30159800,31746722
PST,2022,29938782,31517470
PST,2023,29782813,31348150
PST,2024,29536388,31072565
PST,2025,29319103,30830935
PST,2026,29088905,30578226
PST,2027,28777600,30244974
PST,2028,28356806,29799782
PST,2029,27850154,29262097
PST,2030,27236465,28611473
PST,2031,26610114,27950095
PST,2032,26106749,27421402
PST,2033,25759223,27058506
PST,2034,25539124,26832078
PST,2035,25454348,26749580
PST,2036,25444858,26745100
PST,2037,25437956,26742090
PST,2038,25442590,26752253
PST,2039,25451976,26768410
PST,2040,25456857,26778538
PST,2041,25459660,26785358
PST,2042,25462375,26791372
PST,2043,25467944,26799721
PST,2044,25473298,26807193
PST,2045,25476869,26812731
PST,2046,25477922,26815711
PST,2047,25475366,26814501
PST,2048,25463782,26803544
PST,2049,25447640,26787746
PST,2050,25425274,26764980
PYF,1990,10359,10751
PYF,1991,10654,11024
PYF,1992,11021,11386
PYF,1993,11435,11812
PYF,1994,11899,12304
PYF,1995,12347,12781
PYF,1996,12703,13166
PYF,1997,12995,13480
PYF,1998,13355,13878
PYF,1999,13655,14231
PYF,2000,13781,14406
PYF,2001,13823,14490
PYF,2002,13806,14499
PYF,2003,13667,14376
PYF,2004,13457,14168
PYF,2005,13208,13910
PYF,2006,12927,13613
PYF,2007,12663,13335
PYF,2008,12332,12988
PYF,2009,12065,12685
PYF,2010,11991,12553
PYF,2011,11993,12488
PYF,2012,11985,12430
PYF,2013,11971,12378
PYF,2014,11856,12242
PYF,2015,11629,12014
PYF,2016,11442,11836
PYF,2017,11323,11748
PYF,2018,11339,11812
PYF,2019,11477,11994
PYF,2020,11615,12174
PYF,2021,11655,12261
PYF,2022,11592,12231
PYF,2023,11424,12090
PYF,2024,11199,11879
PYF,2025,10967,11645
PYF,2026,10720,11386
PYF,2027,10496,11145
PYF,2028,10302,10933
PYF,2029,10092,10701
PYF,2030,9855,10443
PYF,2031,9666,10237
PYF,2032,9518,10076
PYF,2033,9387,9936
PYF,2034,9289,9833
PYF,2035,9222,9762
PYF,2036,9155,9692
PYF,2037,9099,9634
PYF,2038,9050,9583
PYF,2039,9007,9537
PYF,2040,8968,9497
PYF,2041,8930,9457
PYF,2042,8892,9418
PYF,2043,8857,9380
PYF,2044,8822,9343
PYF,2045,8786,9305
PYF,2046,8749,9266
PYF,2047,8709,9224
PYF,2048,8667,9180
PYF,2049,8626,9135
PYF,2050,8580,9085
QAT,1990,15151,18088
QAT,1991,15796,18199
QAT,1992,16442,18273
QAT,1993,17079,18449
QAT,1994,17712,18819
QAT,1995,18380,19448
QAT,1996,19133,20361
QAT,1997,19905,21687
QAT,1998,20575,22836
QAT,1999,21185,23285
QAT,2000,21875,23508
QAT,2001,22734,23933
QAT,2002,23829,24808
QAT,2003,25105,26095
QAT,2004,26512,27553
QAT,2005,27427,28358
QAT,2006,27136,28134
QAT,2007,27466,28987
QAT,2008,29352,31480
QAT,2009,30919,32645
QAT,2010,32195,34015
QAT,2011,34184,37039
QAT,2012,36829,39617
QAT,2013,40265,42681
QAT,2014,43258,45497
QAT,2015,44833,46911
QAT,2016,46966,48812
QAT,2017,49659,51337
QAT,2018,51983,53999
QAT,2019,56022,58097
QAT,2020,59856,62029
QAT,2021,62560,65416
QAT,2022,65865,69186
QAT,2023,68771,72107
QAT,2024,71082,74174
QAT,2025,72790,75620
QAT,2026,73858,76552
QAT,2027,74298,76997
QAT,2028,74019,76863
QAT,2029,73197,76264
QAT,2030,72235,75419
QAT,2031,70689,73855
QAT,2032,68282,71358
QAT,2033,65710,68584
QAT,2034,63174,65760
QAT,2035,60455,62826
QAT,2036,58227,60517
QAT,2037,56996,59265
QAT,2038,56338,58610
QAT,2039,56023,58309
QAT,2040,56080,58391
QAT,2041,56530,58882
QAT,2042,57377,59785
QAT,2043,58601,61077
QAT,2044,60206,62764
QAT,2045,62144,64799
QAT,2046,64329,67088
QAT,2047,66693,69563
QAT,2048,69151,72133
QAT,2049,71598,74691
QAT,2050,73959,77160
ROU,1990,985419,1009181
ROU,1991,961676,980875
ROU,1992,923716,940247
ROU,1993,881840,897863
ROU,1994,847839,863685
ROU,1995,826512,842120
ROU,1996,819455,835461
ROU,1997,832641,849135
ROU,1998,856617,872802
ROU,1999,875422,890374
ROU,2000,870509,884137
ROU,2001,826437,838807
ROU,2002,761278,773820
ROU,2003,699532,713841
ROU,2004,642691,658596
ROU,2005,599500,615840
ROU,2006,575259,590853
ROU,2007,557022,571738
ROU,2008,544692,559175
ROU,2009,539665,554685
ROU,2010,536692,552876
ROU,2011,534043,551495
ROU,2012,529456,547763
ROU,2013,523866,542785
ROU,2014,517392,536905
ROU,2015,512614,532523
ROU,2016,510963,531090
ROU,2017,511450,531697
ROU,2018,513255,533815
ROU,2019,516129,537084
ROU,2020,516137,537065
ROU,2021,511330,532792
ROU,2022,501769,523713
ROU,2023,482679,504808
ROU,2024,470728,493983
ROU,2025,465660,490361
ROU,2026,468165,493748
ROU,2027,474450,499911
ROU,2028,482133,507523
ROU,2029,486802,512052
ROU,2030,485667,510532
ROU,2031,480307,504727
ROU,2032,471360,495406
ROU,2033,463718,487675
ROU,2034,458842,483012
ROU,2035,453785,478059
ROU,2036,448176,472468
ROU,2037,442258,466511
ROU,2038,434410,458303
ROU,2039,425516,448862
ROU,2040,418222,441183
ROU,2041,412302,434987
ROU,2042,407272,429763
ROU,2043,402904,425249
ROU,2044,399279,421501
ROU,2045,396192,418313
ROU,2046,393614,415644
ROU,2047,391511,413464
ROU,2048,389606,411495
ROU,2049,387664,409480
ROU,2050,385773,407504
RUS,1990,5288759,5454563
RUS,1991,5345171,5510511
RUS,1992,5427246,5595831
RUS,1993,5572692,5752563
RUS,1994,5748620,5937891
RUS,1995,5893381,6088774
RUS,1996,6029686,6233941
RUS,1997,6149249,6362077
RUS,1998,6151760,6365177
RUS,1999,6036769,6252330
RUS,2000,5863165,6087634
RUS,2001,5592851,5821367
RUS,2002,5208378,5431312
RUS,2003,4779544,4990495
RUS,2004,4392360,4584758
RUS,2005,4065160,4228260
RUS,2006,3783505,3930772
RUS,2007,3556330,3709901
RUS,2008,3409940,3568002
RUS,2009,3313452,3469797
RUS,2010,3238719,3396636
RUS,2011,3209131,3370732
RUS,2012,3229142,3393021
RUS,2013,3290214,3458211
RUS,2014,3372084,3543247
RUS,2015,3451744,3621215
RUS,2016,3515308,3683024
RUS,2017,3590723,3762559
RUS,2018,3683265,3859485
RUS,2019,3784781,3966436
RUS,2020,3875289,4066623
RUS,2021,4014290,4218885
RUS,2022,4186203,4403813
RUS,2023,4305473,4534472
RUS,2024,4407316,4647924
RUS,2025,4529740,4781334
RUS,2026,4623704,4882560
RUS,2027,4599965,4857558
RUS,2028,4482305,4733790
RUS,2029,4310380,4552389
RUS,2030,4085027,4313512
RUS,2031,3842346,4056573
RUS,2032,3644198,3846571
RUS,2033,3505135,3699315
RUS,2034,3406262,3594879
RUS,2035,3337922,3522617
RUS,2036,3281776,3463169
RUS,2037,3233030,3411559
RUS,2038,3187564,3363213
RUS,2039,3145320,3318018
RUS,2040,3109413,3279634
RUS,2041,3081988,3250344
RUS,2042,3063244,3230321
RUS,2043,3053318,3219601
RUS,2044,3053880,3219987
RUS,2045,3065854,3232501
RUS,2046,3088481,3256242
RUS,2047,3120563,3290019
RUS,2048,3159594,3331166
RUS,2049,3202051,3375908
RUS,2050,3245219,3421431
RWA,1990,471746,466279
RWA,1991,495059,489937
RWA,1992,519903,515241
RWA,1993,550584,546346
RWA,1994,495782,491973
RWA,1995,448287,445125
RWA,1996,533683,530838
RWA,1997,610404,607520
RWA,1998,626779,621779
RWA,1999,625007,615726
RWA,2000,616731,603449
RWA,2001,600629,583985
RWA,2002,579994,561597
RWA,2003,564297,546468
RWA,2004,558495,542183
RWA,2005,561513,546432
RWA,2006,570915,556816
RWA,2007,582922,569485
RWA,2008,595534,582361
RWA,2009,608144,594916
RWA,2010,621953,608635
RWA,2011,639761,626703
RWA,2012,661183,649240
RWA,2013,684059,674127
RWA,2014,708199,700721
RWA,2015,731937,727196
RWA,2016,752958,751232
RWA,2017,771370,772721
RWA,2018,786472,790663
RWA,2019,796585,803377
RWA,2020,802875,811982
RWA,2021,807057,818187
RWA,2022,810940,823821
RWA,2023,816764,831083
RWA,2024,825155,840614
RWA,2025,835913,852226
RWA,2026,848929,865847
RWA,2027,863460,880812
RWA,2028,878933,896539
RWA,2029,894826,912511
RWA,2030,909921,927664
RWA,2031,923932,941675
RWA,2032,936618,954267
RWA,2033,947737,965268
RWA,2034,957782,975175
RWA,2035,967512,984694
RWA,2036,976910,993845
RWA,2037,985740,1002461
RWA,2038,994592,1011143
RWA,2039,1003413,1019863
RWA,2040,1011751,1028140
RWA,2041,1019471,1035763
RWA,2042,1027112,1043301
RWA,2043,1034619,1050716
RWA,2044,1041899,1057853
RWA,2045,1049450,1065248
RWA,2046,1057517,1073221
RWA,2047,1065951,1081594
RWA,2048,1073988,1089557
RWA,2049,1081189,1096708
RWA,2050,1087530,1103030
SAS,1990,62892101,67498125
SAS,1991,64313005,69077129
SAS,1992,65920863,70826229
SAS,1993,67683562,72719084
SAS,1994,69430014,74592801
SAS,1995,71049155,76311008
SAS,1996,72553956,77889711
SAS,1997,73947032,79371980
SAS,1998,75200440,80727101
SAS,1999,76344277,81955614
SAS,2000,77322634,83012379
SAS,2001,78160760,83962212
SAS,2002,79011530,84948443
SAS,2003,79815878,85906706
SAS,2004,80489941,86794255
SAS,2005,81145034,87717689
SAS,2006,81767052,88600233
SAS,2007,82334884,89407520
SAS,2008,82935222,90222842
SAS,2009,83548114,90990051
SAS,2010,84185786,91730739
SAS,2011,84944625,92566676
SAS,2012,85710014,93368030
SAS,2013,86319299,93973473
SAS,2014,86748511,94388575
SAS,2015,86899691,94498678
SAS,2016,86688178,94205293
SAS,2017,86298184,93738507
SAS,2018,85916354,93296763
SAS,2019,85603003,92919786
SAS,2020,85419767,92679246
SAS,2021,85347698,92558584
SAS,2022,85270094,92413290
SAS,2023,85159908,92203722
SAS,2024,84840610,91754643
SAS,2025,84336748,91099029
SAS,2026,83892327,90505005
SAS,2027,83405616,89867183
SAS,2028,82877109,89182245
SAS,2029,82472169,88619493
SAS,2030,82079235,88050719
SAS,2031,81614842,87394611
SAS,2032,81255688,86851904
SAS,2033,81019186,86437721
SAS,2034,80904227,86149987
SAS,2035,80987858,86077173
SAS,2036,81133892,86073857
SAS,2037,81260239,86053800
SAS,2038,81351357,86008059
SAS,2039,81374441,85904185
SAS,2040,81351581,85762478
SAS,2041,81288984,85589682
SAS,2042,81188843,85391016
SAS,2043,81046347,85161446
SAS,2044,80871316,84908755
SAS,2045,80659689,84628103
SAS,2046,80413057,84317781
SAS,2047,80130611,83973447
SAS,2048,79827754,83611717
SAS,2049,79496964,83226304
SAS,2050,79121271,82799397
SAU,1990,882137,955316
SAU,1991,926127,998200
SAU,1992,971259,1046404
SAU,1993,1006377,1090793
SAU,1994,1025346,1118040
SAU,1995,1037027,1127225
SAU,1996,1046907,1128309
SAU,1997,1055698,1127943
SAU,1998,1067657,1129383
SAU,1999,1087600,1134170
SAU,2000,1117183,1139996
SAU,2001,1156485,1146484
SAU,2002,1203934,1156631
SAU,2003,1254737,1173976
SAU,2004,1303700,1207931
SAU,2005,1342313,1256270
SAU,2006,1366691,1308234
SAU,2007,1381314,1360978
SAU,2008,1389918,1410690
SAU,2009,1392652,1449558
SAU,2010,1391347,1473093
SAU,2011,1389300,1483135
SAU,2012,1386626,1481407
SAU,2013,1382884,1469595
SAU,2014,1376443,1453149
SAU,2015,1367797,1436926
SAU,2016,1364841,1428695
SAU,2017,1374488,1437118
SAU,2018,1394069,1459996
SAU,2019,1422073,1491682
SAU,2020,1454698,1524374
SAU,2021,1488298,1558862
SAU,2022,1517967,1591821
SAU,2023,1538650,1615124
SAU,2024,1551390,1629562
SAU,2025,1554648,1633713
SAU,2026,1548733,1628104
SAU,2027,1540685,1620217
SAU,2028,1536947,1616749
SAU,2029,1538118,1618336
SAU,2030,1545358,1626224
SAU,2031,1551890,1633011
SAU,2032,1548956,1629496
SAU,2033,1536668,1616093
SAU,2034,1517733,1595686
SAU,2035,1493096,1569226
SAU,2036,1469866,1544454
SAU,2037,1453154,1526788
SAU,2038,1439649,1512488
SAU,2039,1428179,1500325
SAU,2040,1418855,1490469
SAU,2041,1411662,1482881
SAU,2042,1406349,1477287
SAU,2043,1402931,1473755
SAU,2044,1400990,1471794
SAU,2045,1400740,1471573
SAU,2046,1402272,1473223
SAU,2047,1405027,1476174
SAU,2048,1408212,1479545
SAU,2049,1412201,1483771
SAU,2050,1416797,1488651
SDN,1990,1311418,1448879
SDN,1991,1346983,1495303
SDN,1992,1379944,1540712
SDN,1993,1423673,1593903
SDN,1994,1479687,1653324
SDN,1995,1534446,1705582
SDN,1996,1584763,1748362
SDN,1997,1628778,1780282
SDN,1998,1668725,1802812
SDN,1999,1707644,1823329
SDN,2000,1742363,1841565
SDN,2001,1772166,1854931
SDN,2002,1802624,1869371
SDN,2003,1832837,1887939
SDN,2004,1859412,1906760
SDN,2005,1885117,1926932
SDN,2006,1912299,1951937
SDN,2007,1939495,1979713
SDN,2008,1967278,2009044
SDN,2009,2000025,2043292
SDN,2010,2037670,2082552
SDN,2011,2078860,2125326
SDN,2012,2123979,2171862
SDN,2013,2168936,2217768
SDN,2014,2210380,2259442
SDN,2015,2248541,2297978
SDN,2016,2291628,2342234
SDN,2017,2350479,2402757
SDN,2018,2425781,2480251
SDN,2019,2513673,2570792
SDN,2020,2611395,2671070
SDN,2021,2704695,2766433
SDN,2022,2780223,2843647
SDN,2023,2844281,2909238
SDN,2024,2906222,2972768
SDN,2025,2971296,3039701
SDN,2026,3043482,3114123
SDN,2027,3124401,3197538
SDN,2028,3208476,3283996
SDN,2029,3288632,3366349
SDN,2030,3359331,3439135
SDN,2031,3419547,3501135
SDN,2032,3472565,3555571
SDN,2033,3519401,3603416
SDN,2034,3560427,3644790
SDN,2035,3597118,3681007
SDN,2036,3634066,3717053
SDN,2037,3671617,3753650
SDN,2038,3707797,3788988
SDN,2039,3743121,3823749
SDN,2040,3779861,3860235
SDN,2041,3817113,3897329
SDN,2042,3855084,3935018
SDN,2043,3896417,3976101
SDN,2044,3941276,4020855
SDN,2045,3987838,4067333
SDN,2046,4034525,4113924
SDN,2047,4082341,4161856
SDN,2048,4128877,4208553
SDN,2049,4172889,4252615
SDN,2050,4216369,4296268
SEN,1990,495471,501081
SEN,1991,511245,516761
SEN,1992,526378,531820
SEN,1993,541296,546679
SEN,1994,556181,561574
SEN,1995,570903,576325
SEN,1996,584920,590354
SEN,1997,598046,603616
SEN,1998,609925,615771
SEN,1999,620679,626944
SEN,2000,631373,638284
SEN,2001,641918,649741
SEN,2002,651939,660904
SEN,2003,662333,672533
SEN,2004,672860,684263
SEN,2005,682720,695184
SEN,2006,693107,706441
SEN,2007,705169,719138
SEN,2008,719144,733580
SEN,2009,736259,751192
SEN,2010,756294,771853
SEN,2011,777750,794076
SEN,2012,800300,817527
SEN,2013,823977,842094
SEN,2014,847898,866854
SEN,2015,872452,892315
SEN,2016,899807,920555
SEN,2017,928365,949857
SEN,2018,956079,978311
SEN,2019,984925,1007974
SEN,2020,1014474,1038353
SEN,2021,1042180,1066893
SEN,2022,1069605,1095089
SEN,2023,1097710,1123914
SEN,2024,1123926,1150693
SEN,2025,1146384,1173395
SEN,2026,1165478,1192426
SEN,2027,1182569,1209259
SEN,2028,1199422,1225820
SEN,2029,1216454,1242611
SEN,2030,1234911,1260948
SEN,2031,1255505,1281576
SEN,2032,1276425,1302629
SEN,2033,1296441,1322742
SEN,2034,1315462,1341789
SEN,2035,1333932,1360274
SEN,2036,1352469,1378869
SEN,2037,1371296,1397813
SEN,2038,1390601,1417385
SEN,2039,1410863,1438070
SEN,2040,1432112,1459748
SEN,2041,1453907,1481983
SEN,2042,1476433,1505037
SEN,2043,1499199,1528392
SEN,2044,1521933,1551760
SEN,2045,1545344,1575915
SEN,2046,1569353,1600766
SEN,2047,1593373,1625673
SEN,2048,1617064,1650237
SEN,2049,1639751,1673730
SEN,2050,1661283,1696059
SGP,1990,99835,107850
SGP,1991,100277,108739
SGP,1992,101538,110482
SGP,1993,102295,111318
SGP,1994,103780,112583
SGP,1995,106296,115218
SGP,1996,111848,121914
SGP,1997,116872,128041
SGP,1998,120404,131696
SGP,1999,119624,129763
SGP,2000,121235,130295
SGP,2001,127236,136400
SGP,2002,132149,141896
SGP,2003,132181,141843
SGP,2004,133356,142516
SGP,2005,134894,144343
SGP,2006,137977,149600
SGP,2007,141215,154966
SGP,2008,142787,156766
SGP,2009,137954,149842
SGP,2010,131843,141969
SGP,2011,130419,141684
SGP,2012,131525,144758
SGP,2013,129963,143026
SGP,2014,126060,136653
SGP,2015,121599,128637
SGP,2016,118794,123169
SGP,2017,116522,119878
SGP,2018,115879,119414
SGP,2019,116222,120581
SGP,2020,114373,119585
SGP,2021,107516,113103
SGP,2022,108265,114299
SGP,2023,106003,112126
SGP,2024,104187,110377
SGP,2025,103507,109857
SGP,2026,104641,111329
SGP,2027,107363,114548
SGP,2028,111049,118819
SGP,2029,115651,124070
SGP,2030,117455,126034
SGP,2031,115459,123601
SGP,2032,112689,120269
SGP,2033,109267,116178
SGP,2034,104908,111026
SGP,2035,102868,108586
SGP,2036,103564,109335
SGP,2037,104023,109829
SGP,2038,104345,110179
SGP,2039,104434,110281
SGP,2040,104288,110130
SGP,2041,103901,109723
SGP,2042,103213,108996
SGP,2043,102275,108005
SGP,2044,101146,106811
SGP,2045,99878,105471
SGP,2046,98542,104059
SGP,2047,97213,102655
SGP,2048,95944,101313
SGP,2049,94837,100142
SGP,2050,93944,99198
SLB,1990,20300,21973
SLB,1991,20856,22564
SLB,1992,21412,23118
SLB,1993,21969,23648
SLB,1994,22531,24165
SLB,1995,23102,24676
SLB,1996,23686,25198
SLB,1997,24269,25735
SLB,1998,24844,26290
SLB,1999,25416,26844
SLB,2000,25900,27378
SLB,2001,26282,27896
SLB,2002,26657,28423
SLB,2003,27065,29000
SLB,2004,27526,29648
SLB,2005,28059,30377
SLB,2006,28635,31153
SLB,2007,29208,31919
SLB,2008,29773,32670
SLB,2009,30366,33438
SLB,2010,30979,34204
SLB,2011,31611,34965
SLB,2012,32294,35746
SLB,2013,32996,36507
SLB,2014,33666,37203
SLB,2015,34321,37863
SLB,2016,35038,38570
SLB,2017,35827,39340
SLB,2018,36655,40146
SLB,2019,37526,40996
SLB,2020,38501,41970
SLB,2021,39549,43033
SLB,2022,40646,44157
SLB,2023,41831,45378
SLB,2024,43065,46638
SLB,2025,44246,47831
SLB,2026,45291,48863
SLB,2027,46183,49721
SLB,2028,46915,50399
SLB,2029,47509,50927
SLB,2030,48019,51367
SLB,2031,48498,51791
SLB,2032,48975,52225
SLB,2033,49437,52660
SLB,2034,49862,53076
SLB,2035,50278,53495
SLB,2036,50678,53904
SLB,2037,51060,54298
SLB,2038,51484,54737
SLB,2039,51937,55209
SLB,2040,52414,55705
SLB,2041,52955,56271
SLB,2042,53569,56914
SLB,2043,54220,57597
SLB,2044,54900,58315
SLB,2045,55617,59072
SLB,2046,56342,59839
SLB,2047,57063,60604
SLB,2048,57798,61382
SLB,2049,58550,62177
SLB,2050,59291,62961
SLE,1990,253920,257364
SLE,1991,257247,260991
SLE,1992,253070,257027
SLE,1993,253060,257265
SLE,1994,254717,259170
SLE,1995,256077,260749
SLE,1996,258329,263212
SLE,1997,262574,267682
SLE,1998,265954,271239
SLE,1999,267926,273352
SLE,2000,274567,280244
SLE,2001,290789,296924
SLE,2002,307665,314279
SLE,2003,320653,327690
SLE,2004,332625,340111
SLE,2005,342937,350858
SLE,2006,351943,360246
SLE,2007,361218,369844
SLE,2008,371736,380629
SLE,2009,383317,392471
SLE,2010,395623,405091
SLE,2011,407908,417717
SLE,2012,420101,430258
SLE,2013,431818,442325
SLE,2014,442090,452893
SLE,2015,451068,462088
SLE,2016,460053,471254
SLE,2017,468934,480280
SLE,2018,477816,489215
SLE,2019,487749,499105
SLE,2020,498266,509495
SLE,2021,508249,519251
SLE,2022,517506,528237
SLE,2023,525451,535900
SLE,2024,531674,541846
SLE,2025,536562,546530
SLE,2026,540553,550474
SLE,2027,544370,554432
SLE,2028,548897,559263
SLE,2029,554402,565189
SLE,2030,560489,571759
SLE,2031,566519,578228
SLE,2032,571702,583671
SLE,2033,575977,588032
SLE,2034,579507,591521
SLE,2035,582638,594499
SLE,2036,585827,597461
SLE,2037,589045,600453
SLE,2038,592277,603495
SLE,2039,595772,606843
SLE,2040,599362,610302
SLE,2041,602504,613304
SLE,2042,605482,616163
SLE,2043,608551,619122
SLE,2044,611306,621757
SLE,2045,613515,623847
SLE,2046,615428,625626
SLE,2047,616987,627044
SLE,2048,617813,627736
SLE,2049,618182,627966
SLE,2050,618535,628183
SLV,1990,337946,340957
SLV,1991,345500,348880
SLV,1992,352916,356718
SLV,1993,356820,360127
SLV,1994,356536,358494
SLV,1995,354277,355033
SLV,1996,350608,350368
SLV,1997,347528,346646
SLV,1998,346140,345147
SLV,1999,345916,345489
SLV,2000,346677,347523
SLV,2001,348180,350971
SLV,2002,349718,354981
SLV,2003,351236,359297
SLV,2004,353073,363904
SLV,2005,354951,368184
SLV,2006,356635,371820
SLV,2007,358753,375439
SLV,2008,360420,378261
SLV,2009,359843,378624
SLV,2010,356712,376239
SLV,2011,350884,370911
SLV,2012,342121,362240
SLV,2013,330506,350289
SLV,2014,317282,336524
SLV,2015,303906,322563
SLV,2016,291797,309985
SLV,2017,283043,301114
SLV,2018,277616,295865
SLV,2019,274053,292688
SLV,2020,272359,291460
SLV,2021,272148,291527
SLV,2022,271671,290980
SLV,2023,270816,289775
SLV,2024,270407,288769
SLV,2025,269785,287327
SLV,2026,267624,284133
SLV,2027,263706,278994
SLV,2028,258737,272815
SLV,2029,253298,266306
SLV,2030,248025,260165
SLV,2031,243841,255400
SLV,2032,241046,252320
SLV,2033,239081,250263
SLV,2034,237384,248557
SLV,2035,235574,246728
SLV,2036,233742,244867
SLV,2037,231956,243032
SLV,2038,230115,241089
SLV,2039,228102,238932
SLV,2040,226082,236774
SLV,2041,223977,234531
SLV,2042,221702,232119
SLV,2043,219401,229687
SLV,2044,217015,227169
SLV,2045,214352,224370
SLV,2046,211476,221357
SLV,2047,208403,218136
SLV,2048,205099,214676
SLV,2049,201698,211125
SLV,2050,198301,207582
SMR,1990,683,719
SMR,1991,657,700
SMR,1992,634,685
SMR,1993,607,678
SMR,1994,594,671
SMR,1995,596,657
SMR,1996,594,642
SMR,1997,583,632
SMR,1998,573,626
SMR,1999,579,627
SMR,2000,597,640
SMR,2001,609,654
SMR,2002,621,673
SMR,2003,640,693
SMR,2004,661,701
SMR,2005,669,709
SMR,2006,661,717
SMR,2007,670,741
SMR,2008,707,779
SMR,2009,736,815
SMR,2010,752,845
SMR,2011,785,866
SMR,2012,801,883
SMR,2013,796,891
SMR,2014,797,887
SMR,2015,785,897
SMR,2016,761,910
SMR,2017,767,900
SMR,2018,803,895
SMR,2019,818,901
SMR,2020,837,903
SMR,2021,872,894
SMR,2022,872,885
SMR,2023,833,886
SMR,2024,809,877
SMR,2025,795,844
SMR,2026,761,810
SMR,2027,720,779
SMR,2028,677,723
SMR,2029,629,659
SMR,2030,581,614
SMR,2031,541,578
SMR,2032,518,555
SMR,2033,511,545
SMR,2034,508,541
SMR,2035,506,538
SMR,2036,506,538
SMR,2037,508,538
SMR,2038,509,541
SMR,2039,513,546
SMR,2040,519,552
SMR,2041,525,559
SMR,2042,531,565
SMR,2043,541,573
SMR,2044,550,583
SMR,2045,557,593
SMR,2046,565,601
SMR,2047,572,608
SMR,2048,579,616
SMR,2049,586,623
SMR,2050,590,627
SOM,1990,418073,427126
SOM,1991,409481,418463
SOM,1992,400235,409093
SOM,1993,416731,426097
SOM,1994,438762,448814
SOM,1995,455276,465916
SOM,1996,471903,483259
SOM,1997,487573,499884
SOM,1998,505467,519147
SOM,1999,520083,535327
SOM,2000,528437,545104
SOM,2001,531582,549071
SOM,2002,538656,556305
SOM,2003,559040,576902
SOM,2004,589750,608042
SOM,2005,626993,645830
SOM,2006,668405,688307
SOM,2007,707608,728942
SOM,2008,735532,757826
SOM,2009,754721,777498
SOM,2010,774612,797781
SOM,2011,787731,810893
SOM,2012,802058,825261
SOM,2013,827551,851143
SOM,2014,855501,879460
SOM,2015,882954,907305
SOM,2016,915031,939985
SOM,2017,949795,975427
SOM,2018,983082,1009342
SOM,2019,1017720,1044883
SOM,2020,1051923,1079950
SOM,2021,1086632,1115189
SOM,2022,1123504,1152836
SOM,2023,1161813,1192319
SOM,2024,1202020,1233618
SOM,2025,1243880,1276689
SOM,2026,1285780,1320212
SOM,2027,1326089,1362058
SOM,2028,1365045,1402337
SOM,2029,1403574,1442252
SOM,2030,1441050,1481170
SOM,2031,1477424,1518960
SOM,2032,1514192,1557057
SOM,2033,1551383,1595292
SOM,2034,1587099,1631530
SOM,2035,1621389,1665868
SOM,2036,1655116,1699385
SOM,2037,1688370,1732313
SOM,2038,1720986,1764676
SOM,2039,1754234,1797913
SOM,2040,1788097,1831977
SOM,2041,1821856,1865974
SOM,2042,1855334,1899647
SOM,2043,1888434,1932914
SOM,2044,1921574,1966241
SOM,2045,1954438,1999291
SOM,2046,1985500,2030531
SOM,2047,2015588,2060828
SOM,2048,2045015,2090426
SOM,2049,2072213,2117759
SOM,2050,2098286,2143914
SRB,1990,257706,270666
SRB,1991,252435,265772
SRB,1992,248652,262200
SRB,1993,246806,260359
SRB,1994,246188,259553
SRB,1995,241428,254138
SRB,1996,240102,252118
SRB,1997,238733,249957
SRB,1998,236468,246839
SRB,1999,232385,241687
SRB,2000,226965,235061
SRB,2001,222169,229380
SRB,2002,216495,223117
SRB,2003,210478,216869
SRB,2004,206159,212898
SRB,2005,203507,211102
SRB,2006,201513,210175
SRB,2007,199634,209320
SRB,2008,192878,203115
SRB,2009,182690,193048
SRB,2010,175047,185463
SRB,2011,170012,180379
SRB,2012,168434,178799
SRB,2013,171814,182494
SRB,2014,176547,187638
SRB,2015,175995,187158
SRB,2016,170403,181392
SRB,2017,162598,173279
SRB,2018,156027,166405
SRB,2019,152483,162706
SRB,2020,152306,162582
SRB,2021,154249,164698
SRB,2022,154905,165438
SRB,2023,157111,167811
SRB,2024,158440,169218
SRB,2025,158840,169653
SRB,2026,158415,169192
SRB,2027,157526,168221
SRB,2028,156431,167075
SRB,2029,155331,165941
SRB,2030,154023,164561
SRB,2031,152578,163045
SRB,2032,150832,161218
SRB,2033,148746,159007
SRB,2034,146293,156395
SRB,2035,143564,153493
SRB,2036,140825,150569
SRB,2037,138027,147572
SRB,2038,135205,144552
SRB,2039,132377,141529
SRB,2040,129599,138561
SRB,2041,126935,135720
