countrycode,countryname,indicator_id,year,type,metadata,indicator_label_en,value,magnitude,qualifier,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,cmu,_merge
TUN,Tunisia,ADMI.ENDOFPRIM.MAT,2022,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2016,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2020,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2019,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2017,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2011), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.MAT,2018,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.MAT,2021,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2015,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUN,Tunisia,ADMI.ENDOFPRIM.READ,2018,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,MNC01,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2019,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2016,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2011); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2015,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2018,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2011), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2017,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUR,Turkiye,ADMI.ENDOFPRIM.READ,2020,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCTR,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2014,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Tuvalu Standardized Test of Achievement (TUSTA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TUV,Tuvalu,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IDX,IDA,EACNF,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2014,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2022,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,PAL Network (2017); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,PAL Network (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2022,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
TZA,Tanzania,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,PAL Network (2017); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,AFCE1,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2014,Source:Data sources,National Assessment of Progress in Education (NAPE) (2010); National Assessment of Progress in Education (NAPE) (2011); National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,National Assessment of Progress in Education (NAPE) (2015); National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,National Assessment of Progress in Education (NAPE) (2011); National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018); National Assessment of Progress in Education (NAPE) (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018); National Assessment of Progress in Education (NAPE) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,National Assessment of Progress in Education (NAPE) (2011); National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
